et__3d_eye_states_pupil diameter left [mm]_mean,et__3d_eye_states_pupil diameter left [mm]_std,et__3d_eye_states_pupil diameter left [mm]_max,et__3d_eye_states_pupil diameter left [mm]_min,et__3d_eye_states_pupil diameter right [mm]_mean,et__3d_eye_states_pupil diameter right [mm]_std,et__3d_eye_states_pupil diameter right [mm]_max,et__3d_eye_states_pupil diameter right [mm]_min,et__blinks_duration_mean_ns,et__blinks_duration_std_ns,et__blinks_duration_max_ns,et__blinks_duration_min_ns,et__blinks_count,et__fixations_duration_mean_ns,et__fixations_duration_std_ns,et__fixations_duration_max_ns,et__fixations_duration_min_ns,et__fixations_count,et__saccades_duration_mean_ns,et__saccades_duration_std_ns,et__saccades_duration_max_ns,et__saccades_duration_min_ns,et__saccades_count,et__reaction_time,hr__garmin_hr_mean,hr__garmin_hr_std,hr__garmin_hr_max,hr__garmin_hr_min,eeg__EXG_Channel_0_Delta_power,eeg__EXG_Channel_0_Theta_power,eeg__EXG_Channel_0_Alpha_power,eeg__EXG_Channel_0_Beta_power,eeg__EXG_Channel_0_Gamma_power,eeg__EXG_Channel_1_Delta_power,eeg__EXG_Channel_1_Theta_power,eeg__EXG_Channel_1_Alpha_power,eeg__EXG_Channel_1_Beta_power,eeg__EXG_Channel_1_Gamma_power,eeg__EXG_Channel_2_Delta_power,eeg__EXG_Channel_2_Theta_power,eeg__EXG_Channel_2_Alpha_power,eeg__EXG_Channel_2_Beta_power,eeg__EXG_Channel_2_Gamma_power,eeg__EXG_Channel_3_Delta_power,eeg__EXG_Channel_3_Theta_power,eeg__EXG_Channel_3_Alpha_power,eeg__EXG_Channel_3_Beta_power,eeg__EXG_Channel_3_Gamma_power,eeg__EXG_Channel_4_Delta_power,eeg__EXG_Channel_4_Theta_power,eeg__EXG_Channel_4_Alpha_power,eeg__EXG_Channel_4_Beta_power,eeg__EXG_Channel_4_Gamma_power,eeg__EXG_Channel_5_Delta_power,eeg__EXG_Channel_5_Theta_power,eeg__EXG_Channel_5_Alpha_power,eeg__EXG_Channel_5_Beta_power,eeg__EXG_Channel_5_Gamma_power,eeg__EXG_Channel_6_Delta_power,eeg__EXG_Channel_6_Theta_power,eeg__EXG_Channel_6_Alpha_power,eeg__EXG_Channel_6_Beta_power,eeg__EXG_Channel_6_Gamma_power,eeg__EXG_Channel_7_Delta_power,eeg__EXG_Channel_7_Theta_power,eeg__EXG_Channel_7_Alpha_power,eeg__EXG_Channel_7_Beta_power,eeg__EXG_Channel_7_Gamma_power,eeg__EXG_Channel_8_Delta_power,eeg__EXG_Channel_8_Theta_power,eeg__EXG_Channel_8_Alpha_power,eeg__EXG_Channel_8_Beta_power,eeg__EXG_Channel_8_Gamma_power,eeg__EXG_Channel_9_Delta_power,eeg__EXG_Channel_9_Theta_power,eeg__EXG_Channel_9_Alpha_power,eeg__EXG_Channel_9_Beta_power,eeg__EXG_Channel_9_Gamma_power,eeg__EXG_Channel_10_Delta_power,eeg__EXG_Channel_10_Theta_power,eeg__EXG_Channel_10_Alpha_power,eeg__EXG_Channel_10_Beta_power,eeg__EXG_Channel_10_Gamma_power,eeg__EXG_Channel_11_Delta_power,eeg__EXG_Channel_11_Theta_power,eeg__EXG_Channel_11_Alpha_power,eeg__EXG_Channel_11_Beta_power,eeg__EXG_Channel_11_Gamma_power,eeg__EXG_Channel_12_Delta_power,eeg__EXG_Channel_12_Theta_power,eeg__EXG_Channel_12_Alpha_power,eeg__EXG_Channel_12_Beta_power,eeg__EXG_Channel_12_Gamma_power,eeg__EXG_Channel_13_Delta_power,eeg__EXG_Channel_13_Theta_power,eeg__EXG_Channel_13_Alpha_power,eeg__EXG_Channel_13_Beta_power,eeg__EXG_Channel_13_Gamma_power,eeg__EXG_Channel_14_Delta_power,eeg__EXG_Channel_14_Theta_power,eeg__EXG_Channel_14_Alpha_power,eeg__EXG_Channel_14_Beta_power,eeg__EXG_Channel_14_Gamma_power,eeg__EXG_Channel_15_Delta_power,eeg__EXG_Channel_15_Theta_power,eeg__EXG_Channel_15_Alpha_power,eeg__EXG_Channel_15_Beta_power,eeg__EXG_Channel_15_Gamma_power,sample_id
3.43055,0.263,3.9117,1.5048,3.2539,0.28485,4.1285,1.53325,241250000.0,8750000.0,250000000.0,232500000.0,2.0,386300403.22580004,437667623.64845,2510000000.0,92500000.0,35.5,72203525.64105001,66888756.310049996,317500000.0,20000000.0,35.5,11.989,58.6516,1.7211500000000002,62.5,56.0,17.512900000000002,3.19045,0.8012,0.1039,0.0011,0.12425,0.021750000000000002,0.006,0.005350000000000001,0.00065,0.13365,0.012900000000000002,0.00655,0.012549999999999999,0.001,0.06035,0.00715,0.009000000000000001,0.0075,0.00075,2.1588,0.0471,0.00715,0.0413,0.0007,0.03855,0.00595,0.0054,0.0086,0.0007999999999999999,0.054,0.00345,0.00275,0.07785,0.0009,0.15675,0.00965,0.00645,0.01585,0.0013,0.2793,0.012,0.0046,0.007500000000000001,0.0009499999999999999,5.1848,0.01985,0.00775,0.011449999999999998,0.0009499999999999999,0.31965,0.0217,0.0069,0.0076500000000000005,0.001,0.44555,0.025400000000000002,0.0095,0.008549999999999999,0.0008500000000000001,1.1994500000000001,0.01435,0.00465,0.0187,0.00215,3.6213,0.08465,0.0135,0.02445,0.00095,0.14545,0.00545,0.00475,0.012549999999999999,0.00065,0.26165,0.01405,0.0074,0.01465,0.00065,120582
3.2766,0.17115,3.69625,1.85495,3.3175499999999998,0.25115,3.8098,1.5671,246704545.45455,17269100.169749998,272500000.0,225000000.0,6.5,333572810.83695,284728839.5172,1829000000.0,115000000.0,46.0,61773785.4251,53154548.8961,257500000.0,12500000.0,45.0,13.9855,63.94975,2.6441,67.5,60.5,0.41775,0.0649,0.008749999999999999,0.0035,0.000695345,0.4334,0.07325,0.00985,0.00335,0.000636455,0.12104999999999999,0.0068000000000000005,0.0018,0.0032500000000000003,0.00034881999999999996,0.22995,0.044950000000000004,0.0126,0.014100000000000001,0.0027,0.0796,0.0049499999999999995,0.0013,0.0024000000000000002,0.00063253,0.0937,0.01,0.0022500000000000003,0.00305,0.000533005,0.1061,0.0052499999999999995,0.00165,0.0043,0.0006354199999999999,1.2563,0.03955,0.00405,0.0058,0.000679975,0.2007,0.016649999999999998,0.0028,0.0042,0.000392145,0.2414,0.02335,0.00375,0.0027500000000000003,0.0005925100000000001,0.14235,0.013000000000000001,0.0023,0.00255,0.0006435299999999999,0.1543,0.0159,0.00285,0.00285,0.00068446,0.4749,0.04794999999999999,0.01655,0.02805,0.0057298800000000006,4.28455,0.15325,0.018000000000000002,0.02215,0.012829545000000001,0.87945,0.15345,0.0388,0.03,0.0015,0.1382,0.02155,0.0056500000000000005,0.00885,0.0009499999999999999,120583
3.5574500000000002,0.17595,4.1377,2.779,3.5042999999999997,0.22454999999999997,4.0624,2.4749,245000000.0,76092049.519,395000000.0,190000000.0,2.5,355542413.3811,252498115.788,1131000000.0,102500000.0,29.0,58282051.28205,36599083.2499,187500000.0,20000000.0,28.0,7.7844999999999995,67.8339,1.17025,70.0,66.5,0.4662,0.11120000000000001,0.0282,0.00635,0.0006000000000000001,0.7789499999999999,0.12945,0.02925,0.0066500000000000005,0.0007499999999999999,51.35095,0.15625,0.0203,0.040499999999999994,0.00455,0.04155,0.0049,0.0054,0.00465,0.00035,0.127,0.0089,0.0035,0.00745,0.0007,0.07095,0.0041,0.00235,0.0028,0.00025,0.09685,0.00495,0.00165,0.00615,0.0002,0.11335,0.00825,0.0059,0.0072499999999999995,0.00055,0.15735,0.02635,0.00575,0.00695,0.0005,0.27695000000000003,0.031,0.00945,0.00885,0.0009499999999999999,0.11649999999999999,0.0247,0.00675,0.005200000000000001,0.0005,0.2017,0.0316,0.0084,0.0069,0.00055,2.3776,0.19665000000000002,0.0217,0.06955,0.0060999999999999995,4.670699999999999,0.0432,0.012549999999999999,0.0347,0.00405,0.052,0.0039,0.0012,0.001,0.00015,0.0392,0.00395,0.0021,0.0035,0.0002,120584
3.14155,0.1999,3.66455,1.57185,3.0127,0.20179999999999998,3.434,1.5351,280568181.8182,72451816.21724999,425000000.0,210000000.0,6.5,450122619.04765,302577574.54885,1253500000.0,110000000.0,43.0,58512931.0345,60377519.18875,322500000.0,17500000.0,42.5,15.6815,69.12265,1.4846,72.0,67.0,0.7734,0.059149999999999994,0.01235,0.00575,0.00075,171.0466,8.89995,0.61875,0.0809,0.0023,0.1421,0.0196,0.00595,0.0112,0.0007999999999999999,0.2702,0.05595,0.00755,0.01225,0.0005,3.03925,0.19545,0.014650000000000002,0.0357,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3249,0.40645,0.0211,0.024,0.00135,0.1144,0.0217,0.0058,0.0054,0.00065,0.1718,0.01905,0.00415,0.00375,0.0008,0.06405,0.01665,0.00615,0.00885,0.0013,0.1291,0.02305,0.00745,0.013149999999999998,0.0021000000000000003,0.015,0.00345,0.0019,0.0025,0.0006,3.4062,0.2044,0.0278,0.02305,0.00135,0.1011,0.01525,0.0049,0.01655,0.0002,0.05235,0.0086,0.002,0.00285,0.0002,120585
3.67775,0.39135000000000003,4.24335,1.5948,3.5082,0.4057,4.0093,1.4353500000000001,276388888.8889,34763309.02435,340000000.0,245000000.0,5.5,451658218.126,395577316.73495,1977000000.0,107500000.0,36.5,86414634.14635,127865557.41495001,733000000.0,17500000.0,36.0,14.372499999999999,65.58914999999999,1.36655,67.5,63.5,19.7203,6.234,2.4074999999999998,0.94475,0.010582855,0.00085,0.00015,5e-05,0.0001,3.025e-05,5.66775,0.19674999999999998,0.03765,0.0288,0.00047903999999999997,0.15025,0.01215,0.0098,0.0123,0.00105,0.03025,0.0034,0.0023,0.00455,0.00062844,0.00075,0.0001,5e-05,0.00015,2.731e-05,1.0281,0.017599999999999998,0.004050000000000001,0.01135,0.000977985,0.09385,0.00625,0.00515,0.00615,0.000876995,9.10715,0.3386,0.03255,0.0065,0.000878715,0.26685,0.0136,0.00565,0.0058,0.0008322150000000001,14.0916,0.44995,0.0519,0.020999999999999998,0.00077988,0.1257,0.01115,0.0067,0.0074,0.000781335,0.7020500000000001,0.007949999999999999,0.0034000000000000002,0.014400000000000001,0.007877229999999999,54.2022,0.68365,0.16985,0.039049999999999994,0.00047572,0.0013,0.0001,5e-05,0.00015,2.683e-05,1.9176,0.08085,0.027450000000000002,0.0392,0.0006000000000000001,120586
3.35855,0.23614999999999997,3.76935,1.8965999999999998,3.38145,0.3532,3.8676,1.5489,222500000.0,15612494.996,245000000.0,195000000.0,4.0,330571428.57145,224070272.4183,938500000.0,87500000.0,26.0,76539596.27329999,98724703.0787,485500000.0,15000000.0,25.5,6.114,68.4,0.76725,69.5,67.0,1.1022500000000002,0.136,0.03155,0.00835,0.00115,1.60465,0.15845,0.03505,0.0096,0.0009499999999999999,0.05075,0.0049,0.00535,0.0064,0.001,0.0571,0.00685,0.00805,0.00405,0.00075,0.0857,0.009850000000000001,0.0053,0.01055,0.0007,0.09795,0.0088,0.00225,0.0051,0.0002,0.09035,0.00605,0.00195,0.0083,0.0002,0.1361,0.02,0.01015,0.01165,0.00135,0.2751,0.0284,0.0058,0.0064,0.001,0.6579999999999999,0.05905,0.0164,0.0066,0.0011,0.19974999999999998,0.02815,0.00745,0.0055,0.0008,0.3328,0.0402,0.0116,0.00785,0.00075,0.14645,0.0073,0.0033,0.01735,0.00185,3.68515,0.1722,0.017849999999999998,0.027549999999999998,0.0035,0.0318,0.0051,0.0016,0.00195,0.0002,0.0505,0.00715,0.0021,0.0035,0.00025,120587
3.1239,0.1824,3.50015,1.6912500000000001,3.1037999999999997,0.19274999999999998,3.8731,1.54065,240625000.0,37527182.08685,285000000.0,192500000.0,4.0,437786005.4348,401318349.04045,2077000000.0,75000000.0,62.0,53543069.8334,49874017.32015,255000000.0,12500000.0,61.0,26.786,59.82124999999999,1.5179,63.0,58.0,1.5501500000000001,0.2391,0.021150000000000002,0.011600000000000001,0.001,0.31839999999999996,0.2013,0.11355,0.0309,0.0014500000000000001,0.7372000000000001,0.2746,0.0749,0.05325,0.00285,4.6749,0.7713000000000001,0.05215,0.037399999999999996,0.0021,2785.17855,160.98534999999998,4.63605,0.62575,0.01485,231.3305,15.8724,4.3911,0.9947,0.019450000000000002,7.914350000000001,5.79655,3.49795,0.9378000000000001,0.03155,4.499949999999999,0.35985,0.02705,0.02935,0.0016,11.0087,0.7648,0.0496,0.037450000000000004,0.0023,5.7874,0.5555,0.034050000000000004,0.027,0.00215,7.75475,0.3015,0.02645,0.02105,0.0012,8.88625,0.17300000000000001,0.031599999999999996,0.02715,0.0015,3.92925,0.5826,0.03465,0.028849999999999997,0.0021,3420.38095,68.15685,3.6186,1.0456,0.01655,430.03595,7.27805,2.81205,0.30915,0.0155,427.15054999999995,4.21,1.824,0.2891,0.01225,120588
3.0644,0.1763,3.4533,2.0197,2.96905,0.25780000000000003,3.5902000000000003,1.6683,165357142.85715002,8907117.08095,177500000.0,152500000.0,4.0,203500000.0,145961814.32215,633000000.0,77500000.0,24.0,187575833.33335,207177615.0382,838500000.0,35000000.0,24.5,5.2835,68.36664999999999,0.7617499999999999,69.5,67.5,0.04505,0.0093,0.0047,0.0056500000000000005,0.0013,0.0622,0.01295,0.005900000000000001,0.0058,0.00125,0.02405,0.0021,0.00235,0.0052,0.00025,0.0255,0.00305,0.00255,0.0048,0.00025,0.04045,0.006,0.0017000000000000001,0.00575,0.0007999999999999999,0.03305,0.0087,0.00215,0.00585,0.00055,0.1547,0.00925,0.0043,0.027200000000000002,0.0009,0.0396,0.00825,0.00445,0.0085,0.0006,0.06545000000000001,0.00655,0.0026,0.0060999999999999995,0.0009,0.22565,0.025349999999999998,0.0075,0.01115,0.0008500000000000001,0.0609,0.00925,0.00515,0.008,0.00095,0.17465,0.03505,0.0068,0.00915,0.0007999999999999999,0.1735,0.00195,0.00155,0.01575,0.00075,1.26215,0.02005,0.00765,0.0533,0.0040999999999999995,0.0151,0.0048,0.00195,0.0019,0.00045,0.60275,0.011349999999999999,0.00455,0.02545,0.0007999999999999999,120589
3.2144,0.2263,3.8741,1.7157,3.1044,0.2609,3.7998,1.5597,252358966.753,31580071.5689,308805732.5915,210309799.3872,3.8682,348637332.9025,304760616.7035,1675917058.6254,88314995.6183,31.10595,26694218504.2545,432585360.9053,27922371993.4188,26340679555.5602,30.5831,18.051000000000002,64.4628,2.61355,69.5,61.5,0.2666,0.0219,0.0063,0.00915,0.0022500000000000003,0.1086,0.01185,0.00175,0.0045,0.0012,0.1672,0.019549999999999998,0.00675,0.01755,0.00135,0.12695,0.01715,0.0097,0.01315,0.0015500000000000002,0.0252,0.0051,0.0032500000000000003,0.007,0.0017499999999999998,0.04855,0.0085,0.0067,0.01235,0.001,0.19,0.01645,0.007549999999999999,0.02705,0.0021,0.4431,0.0516,0.02505,0.02495,0.00235,0.044899999999999995,0.008450000000000001,0.0035,0.0071,0.0017,0.1446,0.0145,0.0076500000000000005,0.0203,0.0017,0.09175,0.014150000000000001,0.00635,0.01985,0.0020499999999999997,0.08015,0.0129,0.008650000000000001,0.020399999999999998,0.00325,0.05375,0.00245,0.00195,0.025550000000000003,0.0023,8.9304,0.25715,0.0271,0.1838,0.0024000000000000002,0.01915,0.00265,0.00175,0.0063,0.0007,0.43715,0.029249999999999998,0.01035,0.04125,0.001,120590
3.5156,0.19465,4.0403,1.94895,3.4863,0.2486,4.0017499999999995,1.6816499999999999,196406250.0,13834082.40315,220000000.0,175000000.0,8.5,244997428.70499998,158335650.76174998,1191000000.0,77500000.0,92.5,62761586.23985,45944571.52135,307500000.0,17500000.0,91.5,24.121000000000002,67.0248,1.29745,69.0,64.0,45.9725,19.24415,6.81175,6.9540500000000005,0.5644499999999999,88.57685000000001,5.1544,0.91835,0.07365,0.00435,2.7555,0.038099999999999995,0.01795,0.047,0.0092,0.10045,0.0099,0.00835,0.00605,0.0009,5.33435,1.1998,0.047,0.01415,0.0007,0.02715,0.00435,0.0018,0.00305,0.00025,0.0318,0.0051,0.0027,0.00585,0.00025,0.5752499999999999,0.04465,0.00905,0.009049999999999999,0.0013,0.19230000000000003,0.0327,0.0062,0.0074,0.0011,0.36845,0.048850000000000005,0.01135,0.00905,0.00105,0.98815,0.09345,0.02595,0.0097,0.0012,0.3684,0.046,0.01245,0.0082,0.0009,64.40915,4.4525500000000005,0.9865,0.34945,0.0048000000000000004,12.82375,3.1639000000000004,0.10815,0.046950000000000006,0.00455,0.0251,0.00545,0.00145,0.00115,0.00015,0.0266,0.00505,0.0017,0.00365,0.0002,120591
3.1481000000000003,0.21585000000000001,3.68845,1.6885,3.1613499999999997,0.311,3.73075,1.525,274791666.66665,55951244.75095,342500000.0,200000000.0,7.5,238388524.59015,127204234.8411,683500000.0,75000000.0,55.5,78564098.36065,82566714.81895,510500000.0,20000000.0,55.5,13.065000000000001,66.6087,1.3688,68.5,64.0,1.15875,0.1964,0.02715,0.011,0.0030499999999999998,0.9732,0.1816,0.027,0.0073,0.0018,0.13045,0.0201,0.02065,0.06495,0.050350000000000006,0.0595,0.0088,0.01495,0.0219,0.0146,14.00675,0.14175000000000001,0.14865,0.33675,0.2313,0.04715,0.00575,0.0037,0.00535,0.0014,0.021,0.0058,0.0037,0.0058,0.0014,0.0755,0.01235,0.010450000000000001,0.01745,0.00685,0.24609999999999999,0.027299999999999998,0.0069,0.0151,0.0091,0.63075,0.08310000000000001,0.0169,0.0124,0.0063,0.1723,0.033549999999999996,0.0114,0.01455,0.00425,0.25815,0.0428,0.013000000000000001,0.01435,0.00425,0.04455,0.00675,0.00515,0.014750000000000001,0.0069500000000000004,2.7340500000000003,0.33494999999999997,0.05105,0.052750000000000005,0.0169,0.04315,0.0069,0.00315,0.00545,0.0012,0.0584,0.0089,0.0043,0.00515,0.00135,120592
3.0147500000000003,0.2216,3.49725,1.44745,3.0087,0.22499999999999998,3.4518,1.35095,259928571.42855,57329267.1658,370000000.0,205000000.0,6.0,289340909.0909,270255949.461,1616500000.0,92500000.0,38.5,78191919.1919,78309431.0934,327500000.0,12500000.0,39.0,9.764,63.2757,1.7203,66.0,61.0,0.31475000000000003,0.07790000000000001,0.0157,0.01635,0.00875,0.39185,0.08285,0.0151,0.00945,0.0025499999999999997,23.018,0.04505,0.0149,0.0232,0.0089,0.10695,0.08225,0.11555,0.32725,0.237,0.0498,0.01015,0.00855,0.02385,0.01825,0.038149999999999996,0.01005,0.0066,0.0142,0.0079,0.0413,0.01295,0.012,0.0371,0.03345,0.13565,0.02455,0.0184,0.044449999999999996,0.028900000000000002,0.06135,0.0154,0.00845,0.01675,0.00695,0.33490000000000003,0.05295,0.012750000000000001,0.014499999999999999,0.0044,0.071,0.0199,0.01065,0.020499999999999997,0.0084,0.10014999999999999,0.02005,0.00695,0.013250000000000001,0.0045000000000000005,2.02985,1.2565,0.45705,0.1129,0.02,0.2817,0.0191,0.015,0.028300000000000002,0.009600000000000001,2.1840499999999996,1.9231500000000001,3.0399,4.2208000000000006,2.32845,0.20095000000000002,0.1354,0.2426,0.4891,0.12945,120593
2.9003,0.1868,3.4588,1.75835,3.07865,0.26439999999999997,3.773,1.76985,265000000.0,44158804.33165,325000000.0,220000000.0,2.0,299534412.95545,201259476.8971,793000000.0,72500000.0,22.5,489275000.0,521054553.18065,1814000000.0,22500000.0,22.5,11.2475,59.8326,2.49965,64.0,56.0,0.66355,0.02465,0.00785,0.014799999999999999,0.0013,3.0359,0.20445,0.0201,0.00805,0.00085,0.27715,0.011,0.0086,0.05055,0.0069500000000000004,0.15595,0.01205,0.016050000000000002,0.016050000000000002,0.00275,3.6754,0.035750000000000004,0.008400000000000001,0.13040000000000002,0.00225,0.13235,0.0055,0.0021,0.00505,0.0007,20.6649,0.0551,0.0109,0.0923,0.0013,28.91795,1.7524000000000002,0.29300000000000004,0.06914999999999999,0.0025,0.71585,0.0422,0.0091,0.0144,0.0036,11.2031,0.0602,0.01995,0.0178,0.004399999999999999,0.1839,0.01275,0.00575,0.0204,0.00295,0.47775,0.01965,0.0096,0.02615,0.0020499999999999997,0.43215,0.0118,0.00445,0.032350000000000004,0.0086,3.59845,0.07004999999999999,0.01565,0.0499,0.00235,0.28945,0.00395,0.00205,0.07935,0.0008,0.8353,0.01575,0.00355,0.01335,0.00055,120594
2.89775,0.2072,3.36875,1.6104,2.9236,0.2044,3.3596,1.42945,260000000.0,7500000.0,267500000.0,252500000.0,1.5,373068965.51725,304743437.60725,1119000000.0,82500000.0,36.5,104894933.5548,115777161.89905,505500000.0,15000000.0,35.5,11.249,59.87715,2.19175,63.0,57.5,0.0717,0.01485,0.00375,0.0093,0.00215,0.02095,0.00395,0.0021,0.00225,0.0003,0.12635000000000002,0.00805,0.0049499999999999995,0.02975,0.00255,0.56745,0.0191,0.009850000000000001,0.03165,0.0037999999999999996,0.14295,0.00505,0.0037999999999999996,0.0433,0.00195,0.299,0.0079,0.00445,0.0446,0.0018,0.53115,0.00825,0.00455,0.08209999999999999,0.0017,0.0489,0.0036,0.00185,0.00295,0.00065,0.02205,0.00175,0.0013,0.00275,0.0008,0.0233,0.0024,0.0031,0.00425,0.0009,0.05965,0.009399999999999999,0.00565,0.02135,0.00325,0.13295,0.0132,0.00795,0.0253,0.004900000000000001,0.1894,0.0036,0.0035,0.09285,0.00245,0.40059999999999996,0.030399999999999996,0.014249999999999999,0.07755000000000001,0.0059,0.1553,0.0078,0.00575,0.02225,0.00235,0.36135,0.0167,0.009600000000000001,0.08065,0.0039499999999999995,120595
3.4306,0.20579999999999998,4.0421499999999995,1.8208000000000002,3.4895,0.2602,4.0495,1.53235,195000000.0,18228756.555299997,232500000.0,175000000.0,7.0,336175396.8254,222559073.9743,1058500000.0,107500000.0,50.5,60856331.168850005,49191783.713149995,272500000.0,22500000.0,50.0,15.810500000000001,65.58305,1.5776,68.5,62.5,0.44389999999999996,0.09334999999999999,0.0199,0.011349999999999999,0.0021,0.61515,0.0839,0.0149,0.00805,0.00165,0.0845,0.009250000000000001,0.0054,0.01755,0.003,0.06205,0.01,0.0066,0.00405,0.00045,0.1371,0.01285,0.007949999999999999,0.0139,0.002,0.02385,0.00375,0.00195,0.0051,0.00135,0.01395,0.0038,0.00275,0.0056,0.00145,0.035199999999999995,0.007050000000000001,0.0056500000000000005,0.00935,0.0021000000000000003,0.11165,0.021650000000000003,0.0059,0.0112,0.00155,0.4152,0.04,0.009250000000000001,0.00905,0.00215,0.07685,0.01725,0.006149999999999999,0.0093,0.00255,0.1507,0.02605,0.008400000000000001,0.01,0.0021000000000000003,0.0311,0.0049,0.00465,0.0157,0.005600000000000001,0.188,0.01825,0.0083,0.017750000000000002,0.0020499999999999997,0.02455,0.0046,0.0023,0.00465,0.00125,0.03775,0.00595,0.0024,0.005,0.00145,120596
2.88985,0.14565,3.2916,1.52225,2.8801,0.1413,3.2861,1.5521,260156250.0,18188869.1495,292500000.0,222500000.0,8.5,293490044.69725,198785633.7148,1346000000.0,87500000.0,99.5,65524569.7699,56519456.54515,255000000.0,17500000.0,98.5,31.4065,61.29485,1.59795,64.5,59.0,0.83485,0.18175,0.0226,0.0201,0.0051,0.85665,0.17600000000000002,0.0195,0.0131,0.0027,19.78345,0.1479,0.025,0.026050000000000004,0.00285,0.0388,0.0533,0.0068,0.0098,0.0026,0.25020000000000003,0.03,0.01145,0.03955,0.00435,0.06735,0.06559999999999999,0.01295,0.01845,0.00425,0.06770000000000001,0.08059999999999999,0.0146,0.0216,0.00455,0.24955,0.08325,0.0172,0.02375,0.00435,0.16475,0.07025,0.0106,0.0191,0.0052,0.40115,0.1046,0.01485,0.0229,0.0063,0.15985,0.07455,0.01115,0.02275,0.0046,0.3099,0.06885,0.01145,0.02385,0.00385,0.7931,0.1238,0.02025,0.03035,0.00475,2.16775,0.15395,0.033049999999999996,0.03565,0.0033499999999999997,0.0634,0.05625,0.01005,0.01795,0.005350000000000001,0.0814,0.0635,0.01035,0.0166,0.00415,120597
3.6432,0.23295,4.18415,1.9701499999999998,3.5579,0.2592,4.1129999999999995,1.7570000000000001,243750000.0,31773802.88155,292500000.0,210000000.0,4.5,450857894.73685,397666344.64665,1812000000.0,105000000.0,55.5,54748452.0124,34408642.84275,197500000.0,17500000.0,55.0,21.287,74.61295,4.163600000000001,80.5,66.0,0.66705,0.08935,0.03465,0.0179,0.0024,12.158949999999999,6.03475,0.5305000000000001,0.9146500000000001,0.013850000000000001,2.0023,0.5992999999999999,0.37185,0.18835000000000002,0.0072499999999999995,0.38455,0.06225,0.0283,0.0204,0.00285,58.32575,13.58525,4.4547,1.00365,0.0113,0.0,0.0,0.0,0.0,0.0,0.0649,0.010450000000000001,0.0084,0.033,0.0041,0.3747,0.0708,0.06625,0.0543,0.00185,0.54425,0.09475,0.0411,0.0221,0.0031999999999999997,10.09765,0.1495,0.0322,0.01965,0.00325,0.13155,0.03165,0.01975,0.017349999999999997,0.00265,57.4723,16.37675,6.4510000000000005,1.6267999999999998,0.0247,0.34185,0.056350000000000004,0.02515,0.0479,0.0049,3871.9700000000003,155.08945,31.47485,5.66425,0.0628,0.03995,0.00545,0.0029,0.00805,0.00165,0.09305,0.00845,0.00475,0.0209,0.0019,120598
3.1797000000000004,0.21960000000000002,3.92495,1.6712,3.1224,0.27255,3.8882,1.5175999999999998,241917244.00715,44496445.45565,367284694.36045,186940605.1009,13.3254,321358761.0249,268298215.93940002,1612900818.7928,81363512.97005,81.82155,11982456263.19885,284119305.0337,12871913505.77245,11753924851.1053,81.871,34.5275,56.73865,2.35395,60.0,53.5,1.2156500000000001,0.20129999999999998,0.0322,0.0228,0.0034,1.34985,0.20345000000000002,0.032299999999999995,0.010950000000000001,0.00185,0.02335,0.00605,0.0083,0.00475,0.0011,0.0204,0.0064,0.0109,0.0052,0.0008,0.08995,0.00675,0.0054,0.01915,0.00205,0.10075,0.0121,0.0089,0.01015,0.00195,5.253850000000001,0.01475,0.006749999999999999,0.027450000000000002,0.00225,0.52555,0.012750000000000001,0.0054,0.04085,0.00175,0.13465,0.0257,0.00875,0.01025,0.00215,0.37339999999999995,0.047850000000000004,0.01165,0.0084,0.0018,0.19325,0.03075,0.00985,0.0149,0.0023,0.21639999999999998,0.03065,0.006,0.00645,0.0017000000000000001,0.79345,0.1947,0.13695,0.2289,0.06720000000000001,4.7730500000000005,0.11565,0.04915,0.16310000000000002,0.1364,0.0415,0.0057,0.00285,0.0047,0.0015,0.0996,0.00695,0.0029,0.00505,0.00125,120599
3.1651,0.27285,4.0111,1.85595,3.06495,0.33855,3.99045,1.5464,237333333.33335,25785352.7136,290000000.0,195000000.0,6.5,310415094.3396,220721495.6457,1401000000.0,85000000.0,53.0,1066123801886.7925,58135847.7094,1066447500000.0,1066087000000.0,27.0,15.55,71.65225,2.4868,76.0,67.0,1.1917,0.15259999999999999,0.026750000000000003,0.022899999999999997,0.0062,10.95325,0.30874999999999997,0.07405,0.0541,0.0097,0.2362,0.00935,0.0027,0.0069,0.00195,0.06705,0.0133,0.00445,0.00675,0.00185,0.42145,0.047799999999999995,0.017,0.04025,0.0058,2.8073499999999996,0.4156,0.12390000000000001,0.054650000000000004,0.0064,1.3505,0.14585,0.01645,0.0516,0.0068,0.2786,0.0373,0.02065,0.030649999999999997,0.006,27.138,0.14865,0.026000000000000002,0.01805,0.005,108.7283,1.1991999999999998,0.0925,0.035250000000000004,0.004,0.6198,0.0707,0.036750000000000005,0.024050000000000002,0.005900000000000001,0.8441,0.0594,0.0212,0.0279,0.00745,2.6941,0.2427,0.0424,0.0713,0.00875,28.42235,0.8922,0.10195,0.0866,0.01585,0.20329999999999998,0.02415,0.0089,0.018099999999999998,0.00545,0.39944999999999997,0.06275,0.018949999999999998,0.0201,0.0049499999999999995,120600
