video__kf_count,video__r_mean,video__g_mean,video__b_mean,video__r_std,video__g_std,video__b_std,video__sharpness,sample_id
2.0,41.840930748456785,35.70917920524691,32.393315007716055,64.12254265091443,57.13845740336441,53.169326798827086,1020.8017716529168,120037
6.0,54.668982611762154,38.49985843234592,34.346566376862704,70.4534241696514,57.87672864563081,52.67613780784537,764.3726210845879,120038
1.0,135.89168463812933,126.54745992024739,121.72981431749132,24.113533525370087,28.073796871257585,31.535928858085423,239.40973264493547,120039
1.0,91.9471944173177,82.38034566243489,83.36921013726129,90.44639465079872,89.40473953168383,96.51707359664525,209.8507984240063,120041
6.0,87.8403357046622,70.88749299225982,67.75094604492188,92.68868249781578,82.93479726169046,81.96131487221582,1367.7822154210944,120042
1.0,14.985763888888888,14.839606391059029,14.657063802083334,49.435497157091596,48.98633130648531,48.68673640596345,446.64517588402754,120043
6.0,62.9113698888708,56.39478047688802,53.55943835223163,76.85335266839594,71.38258494679938,69.31150682285318,403.2088507085504,120044
1.0,24.661263359917534,25.463726467556423,27.511593288845486,54.87194857644355,53.68750261974467,53.44321948121356,1839.9938872576536,120045
1.0,61.79577297634549,58.66188727484809,61.084220038519966,74.80961847371933,72.1173900106444,73.48838064232652,735.499125101906,120046
4.0,60.87211990356445,51.299837324354385,52.12876637776693,77.72259303182055,62.151771413570714,61.76708776728571,331.173687710496,120047
2.0,76.84702894422743,71.85492112901476,65.7529305352105,57.94386515339188,50.57438323581472,49.618413355619744,676.8008643300055,120048
1.0,73.52143012152777,75.51527722133191,103.80429798789174,83.40758223945916,88.63807719425253,113.42492690504697,975.175285074589,120049
2.0,92.46150970458984,84.95105743408203,87.42718421088324,62.12313204681169,49.91340611188845,51.12446540192472,508.91678226713805,120050
1.0,128.12770080566406,120.372068617079,128.15403408474393,53.640632182138866,52.957424323968866,51.49206127124848,116.85522797593364,120051
1.0,127.05279032389323,117.74618869357639,110.20921834309895,65.12296714558653,65.60232267001096,64.27359703598964,91.10777638023605,120052
6.0,117.57792230299964,97.71562251338253,103.85453099380304,67.64711795744422,60.5065935555183,61.95846018374598,507.2689021886045,120054
6.0,117.91642296810699,87.97780285493826,82.16410397376542,75.98994482340979,58.37015841194053,50.83607110110767,479.45761705569777,120055
6.0,90.42502283166955,89.94947758427372,87.03382421422889,70.22240133044505,61.408302373391386,52.05710233837426,689.8571885927937,120057
1.0,165.01308865017361,152.12706163194446,155.5831502278646,56.57316077615018,57.84713415537124,60.604857904762916,1107.5337339491875,120058
5.0,117.41961202739199,98.38933979552469,90.8535126109182,84.11034615816632,75.26279036242555,69.58497307911325,3322.9690963053717,120059
6.0,102.60875108506946,100.88405439588759,93.08163508662471,70.1549664789557,69.08514030561618,68.77918606259648,599.2724078431542,120060
6.0,96.89693168357569,83.47184753417967,76.07781134711372,72.9486770497157,68.70576710879538,68.58306137946636,1953.0197999579116,120061
6.0,82.01728990342882,71.06225501166449,84.57752849437573,69.19399788382056,63.50550015043896,63.84331717204682,2789.2523110857214,120062
6.0,100.07684128372757,98.28188578287761,107.6965998896846,84.08231715769146,77.81790092823884,71.90011977518964,145.47761138122266,120063
2.0,123.233273824056,111.072263929579,121.40310668945312,77.30747128530895,71.82055835840598,69.57719753414806,1313.9444852109527,120064
6.0,121.82999335394966,107.67300782380279,121.16428657814309,67.45166545383695,60.28475625334915,64.15606201582199,236.21964800931323,120065
6.0,101.54345929181135,86.18767349808304,105.80700259738497,76.2591794089749,63.65884678837659,62.13502022507763,243.2387946500736,120067
6.0,64.23512635407624,63.781872502079715,71.26990989402489,62.138702095353835,59.10618082328883,56.89142268299938,359.3344465796476,120069
6.0,105.04854951081454,97.23779748987268,87.51553599039714,63.30600389113946,60.191030610471415,58.10241670521311,386.1797803383278,120070
3.0,73.07137665925202,70.07438772696035,91.22200351291231,70.82112813492692,66.86944420218101,69.50484680608332,2699.603678668484,120071
1.0,91.08323838975694,90.70090569390192,90.36727396647136,72.17294572400839,72.55446547197654,72.87054856157238,681.9227430308724,120072
1.0,121.55588155864197,108.7903587962963,107.11735918209877,68.79866368569722,67.75442759512697,63.99381343351721,1017.2360324650592,120073
3.0,118.34728043167682,73.1268547905816,73.32018308286314,35.09300429155545,33.78076471086691,33.742276233915284,192.281824323326,120074
6.0,51.901954933449076,36.696888864776234,39.11071224762088,47.112894749254444,38.784336715290785,40.09646826247571,186.28618254803703,120075
5.0,125.08099151234566,94.25084529320989,98.39367283950617,67.56998887664822,54.551697867555035,56.77585325074462,725.1916484431412,120076
4.0,137.7463430748457,112.01101369598766,120.55762827932098,77.91764914703356,66.64631487996458,67.7926720558198,897.0133356355913,120077
1.0,69.16624281141493,55.7245602077908,54.46816168891059,88.64173840128193,78.376599409622,76.249378440759,849.7327936097715,120078
2.0,110.03443230523004,93.34212239583333,94.53173149956598,85.51442786864527,72.69457555516796,72.09016524429829,774.6027740148404,120079
1.0,42.51203703703704,36.46858410493827,42.30652584876543,69.32270541656521,62.300435161891706,72.39634313878777,552.377042932531,120080
1.0,84.9501953125,47.5139651828342,94.94616021050348,39.47615739396562,30.756864640401435,56.31114350028281,469.1198125862844,120081
1.0,152.15162658691406,135.40485297309027,127.79427931043837,74.71577732956814,72.18117001390272,71.94004705237002,740.714297118056,120083
1.0,133.89376152886285,122.78827752007379,136.54149542914496,65.2570031665465,59.33707646634215,57.21108366333162,347.6262073906695,120084
5.0,136.4902905092593,114.20355246913581,99.73981481481482,68.76655348276873,60.48468724363086,58.009838339287754,706.4324439360146,120085
6.0,129.59870563271605,105.89998392489711,106.76224504886831,82.5393996314172,73.18758646072071,70.83320999977465,873.1357497149987,120086
1.0,154.12966242283952,145.10510609567902,149.62460069444444,47.64969786431279,48.14995565241585,47.5542580719945,452.25778119440525,120087
1.0,134.6341724537037,125.12635223765432,123.43126929012345,56.8630053427686,61.885029783217256,62.861689880501345,1555.5313932907545,120088
3.0,86.87289598253038,94.67642607512296,104.28766490794995,70.13470183521378,50.99685066736648,50.25006059008274,565.0690267410718,120089
2.0,95.87705501566734,84.03528460577576,86.90500481664972,70.36872343127777,63.50982090481534,67.74266564339811,1127.0293785874655,120091
4.0,52.80766932169596,44.394030253092446,43.00803544786241,64.18287483343897,52.048117908002354,50.28946401060774,488.1940294499044,120092
3.0,102.56909688313802,71.12130228678386,91.72906211570456,64.38347591046413,58.79196492943052,67.06774243105201,563.6286137877855,120093
5.0,146.75128546820747,127.57551405164932,134.78636813693578,78.79281882511198,79.33087966373446,79.14473182005938,658.0468420821428,120095
1.0,90.44715542263455,82.08699713812933,84.292236328125,75.3745827609833,62.34316806983952,62.229130319111036,518.9837944238894,120096
1.0,159.02176411946616,146.60711669921875,149.8825887044271,80.05289066757088,78.6369593761954,80.1932134421212,488.10458745660105,120097
1.0,160.5331268310547,140.26606241861978,140.52177259657117,62.46045690178503,59.611824715269684,61.770037097628425,418.18093394163833,120098
1.0,130.94280836317273,122.48573133680556,119.29054090711806,62.19741371499347,60.93759573521022,64.25449576394021,662.5748865566369,120099
1.0,107.13951280381944,99.33581882052951,139.02737087673611,88.4782854850063,86.73260692105003,81.60719085172404,2226.284569827469,120100
1.0,96.76968892415364,98.31747436523438,99.0481194390191,75.84217983931966,73.15232076669713,73.54369358535003,999.6216509682517,120101
1.0,143.26917860243054,145.18955654568143,149.7790001763238,77.4711443931264,67.7510468441276,66.50606618770236,2040.679152964901,120102
1.0,76.37089199490018,71.22001478407118,70.70755683051215,68.45456173352929,67.40413990021756,66.17514327758074,1067.394358873919,120103
1.0,71.36111619737413,55.02306789822049,56.48259141710069,87.04550102595057,76.70169149844656,75.23456685600235,1053.6002146402839,120104
1.0,141.78720486111112,133.37726658950618,121.37451388888888,53.16442213658754,75.12944265796422,71.55348482060549,438.95277115156046,120105
1.0,106.98538547092014,110.55396355523004,105.38075595431857,82.335188480712,82.6561264413315,82.55131291539601,1037.8792737231618,120106
1.0,118.89469740125868,98.47736273871527,93.97313266330295,72.84276248765308,67.3556762456242,70.7741705527451,252.76439217298633,120108
5.0,36.85767279730903,32.49878200954861,32.623268862123844,47.840978821171824,45.64624613313047,46.48583043878099,398.07637140225967,120110
4.0,80.44695845398971,86.42961108429859,53.74852598133848,54.710099258235985,56.24574160576445,51.66062864782366,787.4193957451452,120111
6.0,83.15456814236111,66.63163757324219,45.14749032479745,65.98585806891931,58.10413407929411,50.27400432924899,206.45320542080472,120112
1.0,64.28572591145833,62.86187744140625,61.074195014105904,86.47711187710742,85.18014333546094,84.85907276510478,830.4718903261034,120113
3.0,41.59482659233941,38.35463629828559,37.61061265733507,72.12783105054858,67.96548582105913,66.69721355941405,267.1374847675789,120114
3.0,44.222438271604936,38.71237654320988,38.46024691358025,74.06722480568179,69.9172538100654,69.42921222021023,319.36076863797945,120115
1.0,76.36527845594618,75.34172905815973,76.44393920898438,99.19771586712683,98.4277090957668,99.12480864312086,1092.5792437133832,120116
1.0,27.301127115885418,21.976621839735245,17.442752414279514,64.61708425675283,54.60735810951051,53.95657871279487,556.7605489045943,120117
5.0,64.01074013753166,50.21387927524431,48.64406725027145,48.027266680296904,40.90990523708087,42.289707434633726,357.28782552420137,120118
1.0,89.62137518988715,82.52076043023004,80.99780782063802,95.03118936608391,91.4078190135055,92.01784661227606,252.73681894246715,120119
1.0,65.36779446072049,62.83870273166232,64.65273200141058,87.61996444887163,86.62897847370813,88.69635443143734,949.8368857973071,120120
1.0,86.1299065483941,73.69568549262152,68.36054823133681,98.67911133415868,91.2741779968953,88.98079554991128,1267.608346263004,120122
2.0,104.49617283950617,94.9469068287037,99.19206790123457,73.60300426710819,64.52374423750082,59.471943669538256,184.5405320535507,120123
6.0,122.40942354555483,99.40249549018013,82.64525010850694,65.39925773067495,54.72968272204411,58.34221705768209,171.27252446081502,120124
6.0,47.403211240415224,53.01870444968895,56.110697428385414,78.25115625257742,79.52399389736155,84.61056700916635,648.9181505213334,120125
4.0,26.60518643100566,26.735479660976083,29.107089321309157,45.134712188199664,46.302850119389326,50.71007172698495,443.5505794714728,120126
6.0,70.31981828477647,68.25774072717738,66.71937871862342,101.1664480008806,99.52854122967216,99.39005318207369,915.3119534267149,120127
6.0,122.83065465856482,109.3665205439815,95.71090350115742,68.85363661623059,66.93107764072975,65.68722321902655,1837.1831512915905,120128
3.0,13.76987937644676,13.364351060655382,11.05421334725839,41.76509228872805,37.68334774825312,31.04806332649856,667.9404151678768,120129
2.0,112.48294406467014,103.28589714898004,102.36188167995877,70.73791981436948,66.56322132867581,65.05774481471624,148.6407690101432,120130
6.0,53.61951503047237,51.32310146755643,48.77815529152199,69.05930204811348,65.48880213557688,62.066145599356666,918.2742076397917,120131
4.0,123.068116929796,122.48420672946506,122.73692152235243,73.85673539238385,72.8577327224436,71.71891132895324,1219.9922669971668,120132
1.0,114.65463087293837,107.29812961154514,96.49787733289931,64.8137282368747,57.47688056730712,59.66285814660097,1615.7024421901458,120133
1.0,139.98170301649304,137.1502210828993,136.09756469726562,75.29048732607035,76.11787377364223,74.86681372674227,124.78458206700506,120134
3.0,103.42765582049334,96.3746145742911,96.14501783582898,75.51681816989874,71.77566226645132,72.41337937278375,171.1171654598232,120136
6.0,98.57771937551063,100.86905413858251,110.71500651041667,79.40064615514655,81.76341155053899,83.61850642682994,1542.3010399373804,120137
1.0,126.21297030978732,80.62017991807726,94.7001224093967,96.46349189851918,94.94567439478595,82.69908716542378,660.9702010567926,120139
1.0,108.45063850308642,81.48732060185185,60.35305941358025,61.35237160000763,49.86109046462124,43.66357188255734,449.13167754531014,120140
1.0,143.48062307098766,117.4029475308642,106.74685185185186,66.36663977130982,61.160566117331214,64.29630967341498,612.6950362267179,120141
3.0,77.35970391167534,89.88579474555122,113.14364850079572,66.69236165647453,62.95873241991004,75.21558484570907,702.2909846359174,120142
6.0,51.449885343150555,58.1109445217306,44.095854398525155,46.64874003464683,47.30082500330869,47.18934350097175,366.2138752464357,120143
2.0,135.97960841049382,127.8861361882716,116.99235050154321,66.11813212722619,64.753075259702,64.83894921066477,732.7690674035875,120145
5.0,72.61960279676649,56.27823316786024,60.08191765679253,74.0428099447134,56.229855005109115,51.840120331591535,291.1535722660097,120146
1.0,86.80805511039885,78.1501201923077,70.8969773860399,72.82898709272249,66.29052389386014,60.07826525132072,1152.1885831492962,120147
1.0,107.78938462999132,102.1039326985677,96.60254245334201,54.88950986740783,53.54108735548415,55.79362689891968,1917.2706813782822,120148
1.0,123.104978773329,135.2495574951172,127.81030951605902,58.24395567528899,57.02504704011243,76.72371707798634,774.3919505426588,120149
1.0,132.8988274468316,122.90139431423611,113.7762942843967,45.501509209498735,44.79058170571325,44.12079142241441,1663.7409181556288,120151
3.0,126.32493433272344,127.52610490823906,121.976936751497,61.17105629447136,60.71333069800403,64.47070616842805,2451.2270672517093,120152
2.0,83.23753720238095,83.50934931264172,85.81967917375283,82.61311098231603,83.22376975716173,83.80635276089502,638.4123411435826,120153
1.0,124.64008416069879,121.64639960394965,134.4395718044705,74.55895169693004,72.12475654530567,73.53697514647173,1292.1971876751372,120155
1.0,104.41159227159288,107.89432949490018,111.98698425292969,64.45394459673965,55.04202247869481,56.42402236756154,296.01423798764375,120158
6.0,130.98287285698783,122.10721475106698,120.05575589780454,54.488598846117945,53.779974951576236,54.88561714610608,390.8457791394025,120160
6.0,110.42835546422889,89.45959020543982,93.054808722602,83.29892839001707,75.00339399752009,74.82853049591235,803.5115715265134,120162
4.0,120.61451170179579,84.6949217054579,70.84999805026584,69.37288990627376,54.99202172281154,51.740719246388124,198.67186155151407,120164
1.0,103.95680067274306,130.60712800202546,145.47357855902777,53.828276278745804,61.92213491240822,68.00089925176604,587.0229721878214,120166
1.0,131.17031820552947,111.88404530190401,106.56082094418362,53.46814669530076,49.40203079755872,54.92007853565284,429.24847325984496,120167
2.0,124.426148308648,119.16150241427951,118.79138946533203,84.20991967019023,84.70000901201199,87.10045635004768,892.9395482979828,120168
5.0,106.10091383192275,100.10805392795139,103.48401794433593,78.48075541260057,76.64313054108968,75.0673910227977,643.0310488341233,120169
1.0,156.02728949652777,143.59995354546442,133.47286309136285,62.61775629240197,64.86723333396048,65.56380035911972,468.4599864073861,120171
1.0,127.42067708333333,113.06983796296296,107.51427662037037,64.55184713606242,68.23347094969496,71.41898749873091,4053.1450714248904,120172
6.0,80.11788998199589,82.11293756430042,83.78526138117284,64.92102081239581,64.31147765062741,66.60970933735022,555.9648234859089,120173
2.0,119.28158179012345,99.68374131944444,81.22393614969135,69.48646647778504,63.75518236922892,62.18265705255231,311.94647315415045,120174
1.0,134.2724117702908,151.13356696234808,168.04994540744357,76.7222310186695,59.395155805088,54.99540696911262,635.6897076994882,120175
1.0,133.73663669162326,111.86790805392795,100.75611368815105,59.602469116617776,58.72240741305245,56.889008324114485,244.97477469035996,120176
2.0,66.48138936360677,50.28827328152127,47.25237358940973,82.16337474140477,64.36844722660591,61.24519977743269,470.9717815066432,120177
1.0,100.47329711914062,89.81880357530382,86.26149495442708,66.3076364840253,53.777236839998174,48.43463106259109,136.30566866005213,120178
6.0,108.52635606841385,115.59052367572963,120.99148993709919,75.37089797956968,70.9436933186872,64.8164586520953,712.0205929925054,120179
3.0,61.58675299750434,70.34327019585503,78.84890012387876,32.7404178418148,31.70726965729771,29.939219580255923,215.11296254762206,120180
3.0,143.21126351629883,143.34337939180617,142.91838593195078,90.60435437077815,90.6400669829926,90.24670340267551,2044.7821669475445,120181
2.0,151.89835188123914,124.16302320692273,110.19392564561633,72.26935983474183,66.00042465133411,63.725334029286955,478.3251485278469,120182
1.0,126.99657211853307,121.84113219002401,124.37992864549226,59.01226121546706,54.52730965496299,62.75416623832677,646.8358462754139,120183
1.0,149.35509406195746,113.64641486273871,93.06685723198785,61.40586631819256,43.475143517184435,41.89957332856509,53.94838290392237,120184
1.0,141.66949971516928,116.35672505696614,110.06888665093317,62.20699215699206,61.86567534849517,58.052917135949365,192.25693304147904,120185
1.0,113.40945023148149,36.67755979938271,44.04120563271605,62.44393654497464,36.87210127110888,44.32294461971361,1130.9860299539096,120186
5.0,134.7982601589627,117.78891669379341,102.6483645968967,66.39325344655353,66.35514660105046,67.24569153869497,702.3268282134262,120187
1.0,66.99795701768663,58.875695122612846,59.81126234266493,95.64655625593227,88.84237434251403,89.41217759126755,1079.2965564798606,120188
1.0,68.37153455946181,60.589957343207466,63.25258043077257,96.64017390063485,89.08401717311006,91.91988965993409,1509.7268466331136,120189
1.0,85.044677734375,75.35567898220486,78.74631585015192,104.99225109609387,97.78819978799521,99.77100413545524,1520.1274798026939,120190
6.0,40.24007161458333,43.343977468985095,42.937156394675924,69.78918895489232,73.25666487244013,71.4848046605253,547.1771479085631,120191
1.0,88.82928433641975,72.16994791666667,72.20379629629629,97.00307011193416,86.40314894817547,83.3355915588505,519.8495989529337,120192
6.0,118.0523019547325,103.39228748713992,93.25406732253084,61.2316694672085,55.36700525985713,50.63527095944159,925.3916898019762,120194
6.0,33.677854749891495,35.36687667281539,36.72187776918764,54.166714401235254,55.365875321918224,57.63834201734656,668.2143466351225,120195
6.0,97.05568864610461,99.25937680844908,128.63524288601346,56.102985245437075,53.61408224012039,52.80174173695679,141.32621504554675,120196
3.0,92.99417453342015,95.81221121328849,101.7800564236111,69.24652416405202,71.27504705767404,79.36022913230778,1062.0981319534897,120197
1.0,139.0430263643068,126.64189866027532,120.22692662241887,59.44585298006595,59.253020492915354,63.11912680023289,819.5346605831072,120198
6.0,159.03186430754485,145.87149443449798,141.42838456895618,69.6909459822191,63.07312358680392,60.60146867157226,1754.3151866497594,120199
1.0,129.02427045036765,117.0344975490196,106.36717026654412,73.40598707698864,64.72770954888318,58.93746266567132,116.47967925152585,120200
4.0,104.04806688096788,80.87751388549805,100.90021642049155,74.98549152962984,68.0188774470954,74.71188280795783,202.97060669610636,120201
1.0,88.412595960829,63.53823004828559,135.84193250868054,37.680813140011026,35.66586616426069,72.15723455692346,272.4292335102001,120202
6.0,99.56161979392722,98.84542564109519,103.27494105586298,57.44886430778366,54.663192870272724,55.51882323121642,322.07621257759087,120203
1.0,136.4854118441358,106.89120906207133,104.75476090963649,61.059234403160964,64.31956500103902,59.96679007400547,499.83356508104794,120204
1.0,119.17130872938368,107.25617811414931,96.93619961208768,58.14418218421579,49.17433824744911,44.9014815977169,256.97212818337397,120206
1.0,127.20997299382717,108.650625,128.82008294753086,76.06665411929761,68.45161303263589,55.862211719016415,1003.424138126795,120209
2.0,87.39671489197531,76.75920042438273,78.56344135802469,88.31905023544829,75.49511911244528,79.08782842054008,1082.8803268549655,120210
2.0,126.794815779321,105.32126736111111,102.3181819058642,65.69231958252614,56.16772703001255,49.009510299399565,660.7097579657517,120211
2.0,128.69525366512346,102.18380497685186,92.66079089506172,67.1394829515056,60.38754205306944,61.05731470671098,1242.8557451740653,120212
3.0,100.68658447265625,106.2180237946687,112.91058180067274,84.2152523707688,68.97099409044239,59.890669788870504,349.12671540696147,120213
1.0,95.63263617621527,70.32622443305121,67.07672288682726,60.27022242458111,51.472364144631065,39.15209241879577,213.38530927564855,120216
5.0,173.98897070899022,137.8688743430931,134.98301103838213,55.3631409953194,48.93110697965217,47.38489607435171,158.99681993848426,120217
6.0,155.64407840457645,137.45657082864113,142.5560157325294,58.05340574191314,52.8680338016928,52.06461721587399,386.20864785988755,120218
3.0,123.43617674457994,93.71743115543136,92.59406052393858,71.62086577402523,57.595619563439435,56.93008182512923,381.10302900491826,120220
6.0,112.09622639973958,101.63948486328127,105.05436767578124,62.43295351090489,51.377118599258544,49.016319201602506,362.79699331810747,120222
2.0,102.27717844645181,77.30953809950087,64.34722561306424,48.10510996566771,48.045606073623944,48.842877068576556,431.29465789343544,120223
1.0,131.859622531467,97.03846740722656,120.82759433322482,68.71893717327863,83.16062062490667,70.86768926942023,866.0141803680182,120224
4.0,54.06126121238425,48.965854786060476,47.566174542462385,58.09162556156771,53.12713861318777,51.483186266620976,302.92774528079417,120226
1.0,139.32093512318121,127.64995659722223,123.4107582051918,66.3880558804728,68.70439113499283,62.3972487741076,573.7121596832479,120227
2.0,134.69620768229169,127.04752265082465,123.38252936469183,56.24790670050579,61.28226091435697,60.28937972784483,477.58586851669133,120229
6.0,99.05972222222222,92.58538922079248,112.64005533854167,87.50741374476677,69.43866503323322,71.78090000727002,160.52240929229708,120230
1.0,98.83483355978261,95.57915675951087,93.2854152513587,89.26007602020124,90.54235001496187,90.09353427445119,1289.1109883393124,120231
1.0,126.81593567251463,106.51795808966861,98.69263218810916,77.31345393310781,72.06964913629912,68.00822764267478,436.62519056863664,120232
1.0,88.05747549019608,75.40925053615196,69.37556487438725,86.58185256100244,69.31426631756811,58.331267200957576,274.7209531623788,120233
1.0,62.070619371202255,63.18919372558594,58.50327724880643,91.05973323129807,93.37118684248257,89.12884405406857,1735.3350140717293,120234
2.0,133.67296778549382,131.4096913580247,133.5133304398148,66.18888350485143,58.72317762604702,66.40520262012679,625.1537452347201,120235
4.0,125.08773148148148,117.34179446373457,118.31507908950616,66.88663460273995,63.807800606490446,61.22012823560624,771.2033539285167,120236
3.0,94.67429832175925,83.95375569661458,80.28006998697917,96.49322820700762,91.51392124564182,87.74915218595824,384.72975764211577,120237
6.0,151.92987139917696,130.9920023148148,132.8910776748971,82.81460113289617,83.5999486439833,76.14247417670701,380.9930034925366,120238
1.0,122.85084783380682,100.03113902698864,93.84096235795455,62.53895523697624,65.46413917641078,78.83302092528442,1045.9756082069753,120239
6.0,109.00666187427662,93.42604375768592,96.99444834391277,61.620528752959636,58.934535008727316,56.12548656321544,229.53399441808986,120240
3.0,129.75239054361978,102.42353594744647,102.05153910319011,58.72052359565578,60.27940784918011,57.33818095788505,886.4112523869175,120242
1.0,55.38075595431857,47.933085123697914,43.00903998480903,86.67588341645828,79.35540683473418,74.17858223849234,373.42677682311114,120245
1.0,118.95587666829427,119.206544664171,120.2393561469184,67.14824104719938,68.74134704632479,69.81193177121023,471.5078762530746,120246
2.0,111.5395016140408,107.05186631944444,161.71989864773218,54.67357594367947,51.882456876697276,54.68579321344783,144.23599590137263,120248
6.0,174.78456596091942,155.67208071108217,146.9255526507342,41.498031091591024,45.749942024872354,45.434316784477495,464.89218601227276,120250
6.0,71.67119937472874,68.12030481409144,61.002783881293404,61.52358289678253,58.201010664127665,54.25529856083256,279.7013692410089,120252
6.0,134.08715599279836,118.48444291730969,136.65063978909467,56.19621784195647,58.20576050178625,55.181707230486204,263.870639276865,120253
2.0,94.75594584147134,96.30294291178386,99.16353691948785,83.26565187850437,76.728869386714,74.5502784489652,1119.1929950008432,120255
1.0,118.00447165915917,81.1219797922923,81.80986768018018,72.27916749226523,72.43008291131642,68.10113806349992,622.3254818358241,120257
6.0,155.7594126948604,137.9620853000217,130.12612039071544,77.48317626734202,72.7620362600146,67.75664331836471,1075.5059627858711,120259
1.0,134.64016723632812,106.12465922037761,98.89164394802518,51.10198540869833,48.570604652347676,46.206929005411425,254.2295198669815,120260
5.0,59.48787555459105,30.32146990740741,77.2142620322145,56.27019130074514,39.74342200816532,73.12442601584027,297.5995686563073,120261
1.0,70.81785108024691,61.549749228395065,60.15197916666666,80.53383292385804,74.50553651246375,71.88529982783736,1371.5908851119525,120264
1.0,128.22188850308643,99.3005324074074,96.84900270061729,70.28169543086439,62.2830771709007,57.34876517300581,558.8525834186686,120265
1.0,122.487302992079,100.41227043999567,102.82432725694444,56.614158311638846,51.48870637602366,47.30481178538776,363.37643863936535,120266
1.0,135.62875192901234,116.49745949074074,109.09584104938271,79.62901711930002,58.965705053047,57.93584301892647,1053.8406056955066,120267
1.0,151.29261959876544,138.77842206790123,149.98820023148147,83.03131239185005,81.78023252455499,72.31113403723488,433.45129500308406,120268
6.0,135.64143743569957,117.06421971450617,118.0906545781893,85.48728727028094,74.29937685245942,73.47272087865635,577.6852578137158,120269
1.0,151.67818094135802,131.18923032407406,130.93655285493827,56.42755334270379,57.37701168630449,59.21260100995709,878.3204798522996,120270
1.0,153.02405293782553,139.97511291503906,128.08670213487414,72.92423595582274,72.15306673480406,68.83056794112846,2268.628602414771,120271
1.0,68.29804976851852,50.510684799382716,44.667991898148145,62.87685246310136,51.86949853354354,49.12470176476632,716.9126474372564,120273
1.0,131.00336201985678,123.99513922797308,110.54062398274739,87.29194907230244,80.59680106439247,75.38531452381837,808.7892261331451,120274
1.0,123.76927854938272,122.95297839506173,118.55148341049383,82.76556260463006,73.59113282090104,61.53516211580982,239.60137376435875,120275
1.0,157.14275462962962,122.89168595679013,102.16843557098765,59.20691548962589,59.33831043429614,60.73852641663814,102.23833251402858,120276
1.0,139.6776427469136,135.90768711419753,129.5176948302469,67.6802132045569,68.14475228100527,74.01145491394914,1042.5466851449378,120277
