sample_id,video_path,status,keyframes_extracted
120032,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7296186098588339499.mp4,ok,1
120033,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7283613294076775712.mp4,ok,3
120034,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7168701894804638981.mp4,ok,1
120037,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7126589220176547078.mp4,ok,2
120038,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7276989936744615173.mp4,ok,6
120039,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7298026909340814625.mp4,ok,1
120041,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7167758307824766214.mp4,ok,1
120042,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7331890711530589445.mp4,ok,6
120043,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7299584541608430881.mp4,ok,1
120044,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7148933722883116294.mp4,ok,6
120045,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7255965796113878298.mp4,ok,1
120046,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7324732251520929057.mp4,ok,1
120047,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7238090162859724037.mp4,ok,4
120048,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7311836722839522592.mp4,ok,2
120049,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7223816149455179035.mp4,ok,1
120050,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7297332163962309920.mp4,ok,2
120051,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6917325585039543557.mp4,ok,1
120052,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6921594029805243654.mp4,ok,1
120054,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7131551190277524742.mp4,ok,6
120055,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7198351362462108934.mp4,ok,6
120057,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7034429323432054022.mp4,ok,6
120058,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7107672414451977477.mp4,ok,1
120059,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6983420709003447557.mp4,ok,5
120060,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6985705327685569797.mp4,ok,6
120061,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6985954294679751942.mp4,ok,6
120062,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6986595122448289030.mp4,ok,6
120063,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7020222601188412678.mp4,ok,6
120064,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7023076591098006789.mp4,ok,2
120065,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7028391588913106182.mp4,ok,6
120067,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7042501651621629190.mp4,ok,6
120069,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7119274889034468613.mp4,ok,6
120070,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7120591503768014086.mp4,ok,6
120071,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7159366849593937158.mp4,ok,3
120072,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7204588454523473179.mp4,ok,1
120073,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6991278161594043654.mp4,ok,1
120074,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7137104198860098821.mp4,ok,3
120075,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7221804260176956678.mp4,ok,6
120076,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6862399234897890565.mp4,ok,5
120077,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6862403148196171013.mp4,ok,4
120078,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6902081792438750466.mp4,ok,1
120079,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6944837696804228357.mp4,ok,2
120080,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6974761105067494662.mp4,ok,1
120081,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7114041063777537285.mp4,ok,1
120083,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7179362495381933317.mp4,ok,1
120084,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6878754669167004930.mp4,ok,1
120085,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6942957210188205318.mp4,ok,5
120086,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6866156246156856578.mp4,ok,6
120087,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6951566813977218309.mp4,ok,1
120088,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7075392308568427782.mp4,ok,1
120089,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7094776198181522693.mp4,ok,3
120091,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6873555261722856705.mp4,ok,2
120092,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6876901331613846786.mp4,ok,4
120093,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6886582680968760577.mp4,ok,3
120095,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6911759419839614214.mp4,ok,5
120096,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6926204874174532870.mp4,ok,1
120097,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6926707163721108742.mp4,ok,1
120098,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6927762460766178565.mp4,ok,1
120099,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6928811357571779845.mp4,ok,1
120100,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6928946544741862661.mp4,ok,1
120101,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6931395946043477253.mp4,ok,1
120102,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6936225800417037573.mp4,ok,1
120103,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6951213917230173446.mp4,ok,1
120104,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6969915343385021701.mp4,ok,1
120105,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7037323561861647622.mp4,ok,1
120106,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7078364370538892549.mp4,ok,1
120108,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7168355757778341125.mp4,ok,1
120110,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6833799217006333189.mp4,ok,5
120111,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6840479004487683333.mp4,ok,4
120112,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6870645764041788674.mp4,ok,6
120113,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6888678791795821825.mp4,ok,1
120114,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6888816404603129089.mp4,ok,3
120115,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6888830532340174082.mp4,ok,3
120116,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6889049857705643265.mp4,ok,1
120117,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6889203981717933313.mp4,ok,1
120118,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6890257226691366145.mp4,ok,5
120119,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6907747744362794246.mp4,ok,1
120120,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6939544942226246918.mp4,ok,1
120122,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6956643797392542981.mp4,ok,1
120123,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6997907292859534598.mp4,ok,2
120124,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7091508683548511493.mp4,ok,6
120125,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7091650384527101190.mp4,ok,6
120126,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7153718534458051846.mp4,ok,4
120127,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7155150169946721541.mp4,ok,6
120128,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7193920778914712878.mp4,ok,6
120129,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7196715264514313478.mp4,ok,3
120130,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7198205660968865030.mp4,ok,2
120131,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7198322763394845957.mp4,ok,6
120132,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7204444818469145862.mp4,ok,4
120133,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7206476627902041350.mp4,ok,1
120134,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7210881391028948229.mp4,ok,1
120136,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7218225765173710086.mp4,ok,3
120137,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6877697123996011778.mp4,ok,6
120139,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6925640268913970437.mp4,ok,1
120140,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6937547242345614597.mp4,ok,1
120141,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7027163020430265606.mp4,ok,1
120142,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7073270211893300485.mp4,ok,3
120143,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7208282191904738566.mp4,ok,6
120145,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7075931180612193541.mp4,ok,2
120146,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7132664193735576838.mp4,ok,5
120147,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7154465678916144389.mp4,ok,1
120148,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7184427791973108997.mp4,ok,1
120149,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7186355904357387526.mp4,ok,1
120151,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7188932634712509738.mp4,ok,1
120152,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7189353683509939462.mp4,ok,3
120153,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7189426820981214506.mp4,ok,2
120155,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7189672840894139694.mp4,ok,1
120158,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7192625641261468974.mp4,ok,1
120160,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7193884267913432326.mp4,ok,6
120162,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7194613377472285957.mp4,ok,6
120164,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7197215498604465413.mp4,ok,4
120166,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7208329845049281797.mp4,ok,1
120167,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7211968171752869125.mp4,ok,1
120168,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7214797748476988698.mp4,ok,2
120169,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7217246198489484550.mp4,ok,5
120171,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7051097711566802223.mp4,ok,1
120172,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7066110356120161541.mp4,ok,1
120173,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7076493570936540421.mp4,ok,6
120174,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7130822269491744005.mp4,ok,2
120175,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7155873150717234478.mp4,ok,1
120176,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7158143014441913643.mp4,ok,1
120177,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7163732073524497669.mp4,ok,2
120178,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7166719748934290694.mp4,ok,1
120179,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7181590382571097390.mp4,ok,6
120180,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7200403147041295658.mp4,ok,3
120181,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7209809758394535173.mp4,ok,3
120182,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7210984855868280070.mp4,ok,2
120183,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7213080284403698949.mp4,ok,1
120184,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7220213457264692485.mp4,ok,1
120185,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7223454072525868331.mp4,ok,1
120186,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6851344802311621893.mp4,ok,1
120187,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6945499902424173826.mp4,ok,5
120188,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6967268824206871814.mp4,ok,1
120189,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6967341920238554374.mp4,ok,1
120190,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6967695716986686725.mp4,ok,1
120191,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6994890871753821445.mp4,ok,6
120192,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7024562722314407173.mp4,ok,1
120194,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7095932632168549637.mp4,ok,6
120195,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7124537366185889029.mp4,ok,6
120196,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7134850279987596550.mp4,ok,6
120197,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7157154143071767851.mp4,ok,3
120198,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7196400049029532933.mp4,ok,1
120199,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7214262022597332230.mp4,ok,6
120200,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7046520944487156997.mp4,ok,1
120201,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7206092562589912325.mp4,ok,4
120202,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6891369690518523138.mp4,ok,1
120203,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6899148661175880962.mp4,ok,6
120204,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6915079632727444738.mp4,ok,1
120206,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7068741418650586373.mp4,ok,1
120209,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6881023723781065985.mp4,ok,1
120210,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6909146167234317574.mp4,ok,2
120211,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6947734229027507462.mp4,ok,2
120212,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7043198428205059333.mp4,ok,2
120213,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7090588486054563078.mp4,ok,3
120216,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6882793234381212929.mp4,ok,1
120217,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6882930146802781441.mp4,ok,5
120218,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6887077261137267969.mp4,ok,6
120220,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6888139752973913345.mp4,ok,3
120222,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6924094462473866502.mp4,ok,6
120223,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6940255267737079046.mp4,ok,2
120224,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6942199285710589190.mp4,ok,1
120226,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6982045693204581633.mp4,ok,4
120227,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6989761670960712965.mp4,ok,1
120229,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7199084855039118598.mp4,ok,2
120230,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6914674595056340230.mp4,ok,6
120231,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6826519900677344518.mp4,ok,1
120232,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6836227849783938309.mp4,ok,1
120233,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6837562353278569733.mp4,ok,1
120234,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6849834775553920261.mp4,ok,1
120235,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6850788982406565126.mp4,ok,2
120236,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6858426565970218246.mp4,ok,4
120237,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6892086481007987970.mp4,ok,3
120238,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6898369670966021378.mp4,ok,6
120239,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6898789300956171522.mp4,ok,1
120240,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6899022139232505090.mp4,ok,6
120242,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6937394923859676422.mp4,ok,3
120245,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6962092190742940933.mp4,ok,1
120246,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6972617912796630277.mp4,ok,1
120248,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7034470682935299334.mp4,ok,2
120250,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7054969024299502854.mp4,ok,6
120252,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7111839964198882566.mp4,ok,6
120253,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7148425627018824966.mp4,ok,6
120255,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7172562634015886597.mp4,ok,2
120257,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7194284353491373318.mp4,ok,1
120259,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7220526621437037829.mp4,ok,6
120260,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7220870916388048133.mp4,ok,1
120261,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7219489885713976582.mp4,ok,5
120264,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6838674509977963781.mp4,ok,1
120265,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7014586542274448645.mp4,ok,1
120266,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7076627834990611754.mp4,ok,1
120267,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7103741759833804038.mp4,ok,1
120268,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6936208900291136774.mp4,ok,1
120269,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7042527707506167046.mp4,ok,6
120270,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7053126232178822405.mp4,ok,1
120271,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7057677027247230214.mp4,ok,1
120273,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7112974022022843653.mp4,ok,1
120274,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7192288900340108587.mp4,ok,1
120275,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6683497456589606149.mp4,ok,1
120276,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6717331892019989766.mp4,ok,1
120277,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6818588925888597253.mp4,ok,1
120279,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6909603963780353285.mp4,ok,6
120280,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6919654008281976070.mp4,ok,1
120282,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6941120141644107013.mp4,ok,2
120284,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6960424363938024709.mp4,ok,2
120285,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6961554475534257414.mp4,ok,1
120286,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/6980103515251182854.mp4,ok,2
120289,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7086555367899008261.mp4,ok,1
120290,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7091360330999237930.mp4,ok,1
120292,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7095427509386218757.mp4,ok,1
120293,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7100176898302463237.mp4,ok,6
120294,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7102111464286096645.mp4,ok,1
120295,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7111201039218396422.mp4,ok,1
120297,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7147118676200754438.mp4,ok,1
120298,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7152902340633300229.mp4,ok,1
120299,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7156593301435567406.mp4,ok,6
120300,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7186426432610929925.mp4,ok,6
120301,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7186789443553053958.mp4,ok,2
120302,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7192607901070986501.mp4,ok,1
120303,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7206087645640838405.mp4,ok,1
120304,/home/alumno.upv.es/scheng1/EXIST 2026 Videos Dataset/training/videos/7219851776680381701.mp4,ok,6
